tag,step,wall_time,value
rollout/ep_len_mean,2883584,1786512943.831180,888.8699951
rollout/ep_len_mean,2916352,1786512948.937691,872.7199707
rollout/ep_len_mean,2949120,1786512954.080334,874.75
rollout/ep_len_mean,2981888,1786512959.165273,863.8099976
rollout/ep_len_mean,3014656,1786512964.294473,882.7000122
rollout/ep_len_mean,3047424,1786512969.391202,865.1599731
rollout/ep_len_mean,3080192,1786512974.543341,862.9699707
rollout/ep_len_mean,3112960,1786512979.643175,845.75
rollout/ep_len_mean,3145728,1786512984.752314,842.9899902
rollout/ep_len_mean,3178496,1786512989.850173,847.7800293
rollout/ep_len_mean,3211264,1786512994.975036,912.0499878
rollout/ep_len_mean,3244032,1786513000.087620,906.3800049
rollout/ep_len_mean,3276800,1786513005.215732,893.4400024
rollout/ep_len_mean,3309568,1786513010.299311,884.4899902
rollout/ep_len_mean,3342336,1786513015.424170,896.4400024
rollout/ep_len_mean,3375104,1786513020.527706,891.2299805
rollout/ep_len_mean,3407872,1786513025.672770,890.289978
rollout/ep_len_mean,3440640,1786513030.757827,892.0800171
rollout/ep_len_mean,3473408,1786513035.889788,876.8200073
rollout/ep_len_mean,3506176,1786513040.973350,857.5999756
rollout/ep_len_mean,3538944,1786513046.118969,842.0800171
rollout/ep_len_mean,3571712,1786513051.231767,877.8900146
rollout/ep_len_mean,3604480,1786513056.356240,910.1099854
rollout/ep_len_mean,3637248,1786513061.462605,930.8900146
rollout/ep_len_mean,3670016,1786513066.571735,916.6400146
rollout/ep_len_mean,3702784,1786513071.701021,922.8599854
rollout/ep_len_mean,3735552,1786513076.797196,921.0300293
rollout/ep_len_mean,3768320,1786513081.906384,910
rollout/ep_len_mean,3801088,1786513086.986000,902.1699829
rollout/ep_len_mean,3833856,1786513092.126792,904.0300293
rollout/ep_len_mean,3866624,1786513097.230634,898.539978
rollout/ep_len_mean,3899392,1786513102.347333,891.2299805
rollout/ep_len_mean,3932160,1786513107.415667,865.4799805
rollout/ep_len_mean,3964928,1786513112.530599,863.0700073
rollout/ep_len_mean,3997696,1786513117.679921,900
rollout/ep_len_mean,4030464,1786513122.811692,934.9099731
rollout/ep_len_mean,4063232,1786513127.903695,927.3499756
rollout/ep_len_mean,4096000,1786513133.034568,892.3499756
rollout/ep_len_mean,4128768,1786513138.127498,872.0200195
rollout/ep_len_mean,4161536,1786513143.284126,827.6799927
rollout/ep_len_mean,4194304,1786513148.363086,849.2299805
rollout/ep_len_mean,4227072,1786513153.504155,863.6900024
rollout/ep_len_mean,4259840,1786513158.588509,862.0599976
rollout/ep_len_mean,4292608,1786513163.723450,847.3300171
rollout/ep_len_mean,4325376,1786513168.816463,826.0700073
rollout/ep_len_mean,4358144,1786513173.917576,897.1199951
rollout/ep_len_mean,4390912,1786513178.992901,911.4899902
rollout/ep_len_mean,4423680,1786513184.109467,908.5999756
rollout/ep_len_mean,4456448,1786513189.216525,833.5800171
rollout/ep_len_mean,4489216,1786513194.349530,873.4000244
rollout/ep_len_mean,4521984,1786513199.428059,872.1400146
rollout/ep_len_mean,4554752,1786513204.527698,909.7299805
rollout/ep_len_mean,4587520,1786513209.627005,883.4000244
rollout/ep_len_mean,4620288,1786513214.810396,892.2600098
rollout/ep_len_mean,4653056,1786513219.897552,880.3400269
rollout/ep_len_mean,4685824,1786513225.023640,895.539978
rollout/ep_len_mean,4718592,1786513230.103015,909.5900269
rollout/ep_len_mean,4751360,1786513235.237098,893.8099976
rollout/ep_len_mean,4784128,1786513240.316286,903.6699829
rollout/ep_len_mean,4816896,1786513245.460881,891.0200195
rollout/ep_len_mean,4849664,1786513250.544761,895.7000122
rollout/ep_len_mean,4882432,1786513255.672388,885.7999878
rollout/ep_len_mean,4915200,1786513260.769399,899.289978
rollout/ep_len_mean,4947968,1786513265.917113,906.8900146
rollout/ep_len_mean,4980736,1786513270.987721,947.5999756
rollout/ep_len_mean,5013504,1786513276.107853,960.289978
rollout/ep_len_mean,5046272,1786513281.194039,923.3400269
rollout/ep_len_mean,5079040,1786513286.332079,906.8400269
rollout/ep_len_mean,5111808,1786513291.425358,876.460022
rollout/ep_len_mean,5144576,1786513296.520193,856.2000122
rollout/ep_len_mean,5177344,1786513301.631435,861.1699829
rollout/ep_len_mean,5210112,1786513306.748103,882.6799927
rollout/ep_len_mean,5242880,1786513311.913982,889.4299927
rollout/ep_len_mean,5275648,1786513317.025456,879.3400269
rollout/ep_len_mean,5308416,1786513322.143257,917.039978
rollout/ep_len_mean,5341184,1786513327.234449,930.8900146
rollout/ep_len_mean,5373952,1786513332.357935,939.1400146
rollout/ep_len_mean,5406720,1786513337.465227,931.2000122
rollout/ep_len_mean,5439488,1786513342.581599,902.4899902
rollout/ep_len_mean,5472256,1786513347.685086,912.3099976
rollout/ep_len_mean,5505024,1786513352.826321,894.539978
rollout/ep_len_mean,5537792,1786513357.938041,905.9099731
rollout/ep_len_mean,5570560,1786513363.081148,904.2199707
rollout/ep_len_mean,5603328,1786513368.176802,913.4799805
rollout/ep_len_mean,5636096,1786513373.318745,859.0900269
rollout/ep_len_mean,5668864,1786513378.425302,865.4199829
rollout/ep_len_mean,5701632,1786513383.561351,886.8800049
rollout/ep_len_mean,5734400,1786513388.686711,901.4199829
rollout/ep_len_mean,5767168,1786513393.809459,895.7700195
rollout/ep_len_mean,5799936,1786513398.974442,895.5300293
rollout/ep_len_mean,5832704,1786513404.131551,914.7299805
rollout/ep_len_mean,5865472,1786513409.223857,924.1500244
rollout/ep_len_mean,5898240,1786513414.353003,888.3400269
rollout/ep_len_mean,5931008,1786513419.443491,854.8499756
rollout/ep_len_mean,5963776,1786513424.566649,861.710022
rollout/ep_len_mean,5996544,1786513429.682493,880.3699951
rollout/ep_len_mean,6029312,1786513434.812278,891.6400146
rollout/ep_len_mean,6062080,1786513439.888906,887.3800049
rollout/ep_len_mean,6094848,1786513445.006055,883.8099976
rollout/ep_len_mean,6127616,1786513450.105958,901.8699951
rollout/ep_len_mean,6160384,1786513455.253643,910.0200195
rollout/ep_len_mean,6193152,1786513460.354866,890.6099854
rollout/ep_len_mean,6225920,1786513465.474952,900.5599976
rollout/ep_len_mean,6258688,1786513470.562250,915.5999756
rollout/ep_len_mean,6291456,1786513475.700755,934.5999756
rollout/ep_len_mean,6324224,1786513480.786855,893.2399902
rollout/ep_len_mean,6356992,1786513485.909367,885.9000244
rollout/ep_len_mean,6389760,1786513490.991227,889.4099731
rollout/ep_len_mean,6422528,1786513496.139401,889.039978
rollout/ep_len_mean,6455296,1786513501.258226,869.0900269
rollout/ep_len_mean,6488064,1786513506.378640,871.9400024
rollout/ep_len_mean,6520832,1786513511.484767,880.9000244
rollout/ep_len_mean,6553600,1786513516.598447,923.3400269
rollout/ep_len_mean,6586368,1786513521.709865,942.1300049
rollout/ep_len_mean,6619136,1786513526.846757,937.1799927
rollout/ep_len_mean,6651904,1786513531.970205,932.4099731
rollout/ep_len_mean,6684672,1786513537.066393,911.9199829
rollout/ep_len_mean,6717440,1786513542.207389,921.8099976
rollout/ep_len_mean,6750208,1786513547.319152,864.0200195
rollout/ep_len_mean,6782976,1786513552.454261,819.9799805
rollout/ep_len_mean,6815744,1786513557.549396,825.039978
rollout/ep_len_mean,6848512,1786513562.667079,852.6799927
rollout/ep_len_mean,6881280,1786513567.761523,891.9099731
rollout/ep_len_mean,6914048,1786513572.914255,911.0300293
rollout/ep_len_mean,6946816,1786513578.000232,890.5499878
rollout/ep_len_mean,6979584,1786513583.129995,871.1400146
rollout/ep_len_mean,7012352,1786513588.239815,905.5
rollout/ep_len_mean,7045120,1786513593.387222,911.9199829
rollout/ep_len_mean,7077888,1786513598.494582,890.9400024
rollout/ep_len_mean,7110656,1786513603.631634,882.9400024
rollout/ep_len_mean,7143424,1786513608.732365,898.1099854
rollout/ep_len_mean,7176192,1786513613.875609,913.9799805
rollout/ep_len_mean,7208960,1786513618.989171,923.3900146
rollout/ep_len_mean,7241728,1786513624.127572,903.4899902
rollout/ep_len_mean,7274496,1786513629.214055,887.2800293
rollout/ep_len_mean,7307264,1786513634.335022,877.6300049
rollout/ep_len_mean,7340032,1786513639.436974,908.4099731
rollout/ep_len_mean,7372800,1786513644.582295,910.289978
rollout/ep_len_mean,7405568,1786513649.676132,920.3599854
rollout/ep_len_mean,7438336,1786513654.790260,894
rollout/ep_len_mean,7471104,1786513659.885732,887.0999756
rollout/ep_len_mean,7503872,1786513665.015326,876.9099731
rollout/ep_len_mean,7536640,1786513670.125762,885.4299927
rollout/ep_len_mean,7569408,1786513675.248790,891.3900146
rollout/ep_len_mean,7602176,1786513680.338619,889.9699707
rollout/ep_len_mean,7634944,1786513685.473911,900.5
rollout/ep_len_mean,7667712,1786513690.589160,907.5999756
rollout/ep_len_mean,7700480,1786513695.746641,879.3699951
rollout/ep_len_mean,7733248,1786513700.849495,909.1400146
rollout/ep_len_mean,7766016,1786513705.973555,934.4400024
rollout/ep_len_mean,7798784,1786513711.058584,948.6099854
rollout/ep_len_mean,7831552,1786513716.236502,903.5100098
rollout/ep_len_mean,7864320,1786513721.335672,873.4699707
rollout/ep_len_mean,7897088,1786513726.446828,869.9199829
rollout/ep_len_mean,7929856,1786513731.566305,922.4400024
rollout/ep_len_mean,7962624,1786513736.703405,924.5200195
rollout/ep_len_mean,7995392,1786513741.823954,921.7000122
rollout/ep_len_mean,8028160,1786513746.925848,916.9199829
rollout/ep_rew_mean,32768,1786512496.107912,70.51729584
rollout/ep_rew_mean,65536,1786512501.246942,70.93539429
rollout/ep_rew_mean,98304,1786512506.370618,73.21240997
rollout/ep_rew_mean,131072,1786512511.536657,73.26246643
rollout/ep_rew_mean,163840,1786512516.693957,71.21999359
rollout/ep_rew_mean,196608,1786512521.850067,72.01517487
rollout/ep_rew_mean,229376,1786512526.922059,70.98730469
rollout/ep_rew_mean,262144,1786512531.994927,71.84786224
rollout/ep_rew_mean,294912,1786512537.144506,71.45761871
rollout/ep_rew_mean,327680,1786512542.315342,69.51650238
rollout/ep_rew_mean,360448,1786512547.430132,71.06594086
rollout/ep_rew_mean,393216,1786512552.631424,72.91351318
rollout/ep_rew_mean,425984,1786512557.794846,74.68241119
rollout/ep_rew_mean,458752,1786512562.991217,74.36418152
rollout/ep_rew_mean,491520,1786512568.165952,73.15163422
rollout/ep_rew_mean,524288,1786512573.366114,71.56058502
rollout/ep_rew_mean,557056,1786512578.517017,70.5537262
rollout/ep_rew_mean,589824,1786512583.689568,68.8605423
rollout/ep_rew_mean,622592,1786512588.862679,71.1068573
rollout/ep_rew_mean,655360,1786512594.067263,69.93881989
rollout/ep_rew_mean,688128,1786512599.225513,73.4081955
rollout/ep_rew_mean,720896,1786512604.415122,73.82498932
rollout/ep_rew_mean,753664,1786512609.572563,74.61782837
rollout/ep_rew_mean,786432,1786512614.760524,75.42980957
rollout/ep_rew_mean,819200,1786512619.932835,75.02126312
rollout/ep_rew_mean,851968,1786512625.116312,72.91299438
rollout/ep_rew_mean,884736,1786512630.294792,71.06373596
rollout/ep_rew_mean,917504,1786512635.473983,74.1643219
rollout/ep_rew_mean,950272,1786512640.604024,72.17305756
rollout/ep_rew_mean,983040,1786512645.777691,73.77470398
rollout/ep_rew_mean,1015808,1786512650.936496,72.38304901
rollout/ep_rew_mean,1048576,1786512656.096251,72.79992676
rollout/ep_rew_mean,1081344,1786512661.236949,71.48155212
rollout/ep_rew_mean,1114112,1786512666.417490,73.02848053
rollout/ep_rew_mean,1146880,1786512671.579333,71.2305603
rollout/ep_rew_mean,1179648,1786512676.719664,68.62780762
rollout/ep_rew_mean,1212416,1786512681.868020,70.5213623
rollout/ep_rew_mean,1245184,1786512687.013484,75.2008667
rollout/ep_rew_mean,1277952,1786512692.192422,75.69786072
rollout/ep_rew_mean,1310720,1786512697.316670,73.06874847
rollout/ep_rew_mean,1343488,1786512702.470288,68.61357117
rollout/ep_rew_mean,1376256,1786512707.604721,70.70118713
rollout/ep_rew_mean,1409024,1786512712.790938,73.86293793
rollout/ep_rew_mean,1441792,1786512717.926843,74.71042633
rollout/ep_rew_mean,1474560,1786512723.105994,75.68505859
rollout/ep_rew_mean,1507328,1786512728.245421,75.83878326
rollout/ep_rew_mean,1540096,1786512733.415417,75.9640274
rollout/ep_rew_mean,1572864,1786512738.576337,75.62410736
rollout/ep_rew_mean,1605632,1786512743.764740,75.75570679
rollout/ep_rew_mean,1638400,1786512748.893905,73.67359161
rollout/ep_rew_mean,1671168,1786512754.099110,74.42366028
rollout/ep_rew_mean,1703936,1786512759.233954,73.97420502
rollout/ep_rew_mean,1736704,1786512764.403746,73.41146851
rollout/ep_rew_mean,1769472,1786512769.528582,72.6656189
rollout/ep_rew_mean,1802240,1786512774.687378,73.85656738
rollout/ep_rew_mean,1835008,1786512779.806789,71.90229034
rollout/ep_rew_mean,1867776,1786512784.964394,72.01496887
rollout/ep_rew_mean,1900544,1786512790.082894,72.70511627
rollout/ep_rew_mean,1933312,1786512795.246296,74.9553299
rollout/ep_rew_mean,1966080,1786512800.362627,76.19077301
rollout/ep_rew_mean,1998848,1786512805.560424,76.16117096
rollout/ep_rew_mean,2031616,1786512810.691184,74.62572479
rollout/ep_rew_mean,2064384,1786512815.853662,72.80749512
rollout/ep_rew_mean,2097152,1786512820.955364,73.93000793
rollout/ep_rew_mean,2129920,1786512826.089323,74.25007629
rollout/ep_rew_mean,2162688,1786512831.236092,72.69774628
rollout/ep_rew_mean,2195456,1786512836.386070,73.94052124
rollout/ep_rew_mean,2228224,1786512841.490985,74.24468994
rollout/ep_rew_mean,2260992,1786512846.604840,73.3863678
rollout/ep_rew_mean,2293760,1786512851.716328,72.83889008
rollout/ep_rew_mean,2326528,1786512856.847571,73.15284729
rollout/ep_rew_mean,2359296,1786512861.964430,73.07014465
rollout/ep_rew_mean,2392064,1786512867.075611,71.6925354
rollout/ep_rew_mean,2424832,1786512872.213235,70.98270416
rollout/ep_rew_mean,2457600,1786512877.302400,72.07833099
rollout/ep_rew_mean,2490368,1786512882.449415,71.45715332
rollout/ep_rew_mean,2523136,1786512887.533169,75.4912262
rollout/ep_rew_mean,2555904,1786512892.659677,72.73920441
rollout/ep_rew_mean,2588672,1786512897.747377,71.61141205
rollout/ep_rew_mean,2621440,1786512902.886979,68.91918182
rollout/ep_rew_mean,2654208,1786512908.004443,72.12556458
rollout/ep_rew_mean,2686976,1786512913.149360,70.86034393
rollout/ep_rew_mean,2719744,1786512918.250586,73.75666046
rollout/ep_rew_mean,2752512,1786512923.358410,72.79594421
rollout/ep_rew_mean,2785280,1786512928.477712,71.56502533
rollout/ep_rew_mean,2818048,1786512933.628664,68.92658997
rollout/ep_rew_mean,2850816,1786512938.712517,69.60631561
rollout/ep_rew_mean,2883584,1786512943.831197,72.45074463
rollout/ep_rew_mean,2916352,1786512948.937709,71.14030457
rollout/ep_rew_mean,2949120,1786512954.080349,71.84937286
rollout/ep_rew_mean,2981888,1786512959.165290,71.19519043
rollout/ep_rew_mean,3014656,1786512964.294490,73.17110443
rollout/ep_rew_mean,3047424,1786512969.391219,72.050354
rollout/ep_rew_mean,3080192,1786512974.543360,72.05280304
rollout/ep_rew_mean,3112960,1786512979.643192,71.28533936
rollout/ep_rew_mean,3145728,1786512984.752331,70.64506531
rollout/ep_rew_mean,3178496,1786512989.850190,70.94801331
rollout/ep_rew_mean,3211264,1786512994.975057,75.94998932
rollout/ep_rew_mean,3244032,1786513000.087640,75.44280243
rollout/ep_rew_mean,3276800,1786513005.215751,73.78687286
rollout/ep_rew_mean,3309568,1786513010.299330,73.36808014
rollout/ep_rew_mean,3342336,1786513015.424193,75.20513153
rollout/ep_rew_mean,3375104,1786513020.527723,74.68379974
rollout/ep_rew_mean,3407872,1786513025.672787,73.55859375
rollout/ep_rew_mean,3440640,1786513030.757844,73.02096558
rollout/ep_rew_mean,3473408,1786513035.889808,72.82714081
rollout/ep_rew_mean,3506176,1786513040.973368,71.84549713
rollout/ep_rew_mean,3538944,1786513046.118989,69.92755127
rollout/ep_rew_mean,3571712,1786513051.231787,72.64897919
rollout/ep_rew_mean,3604480,1786513056.356257,75.66947174
rollout/ep_rew_mean,3637248,1786513061.462620,77.93125153
rollout/ep_rew_mean,3670016,1786513066.571752,75.93533325
rollout/ep_rew_mean,3702784,1786513071.701038,75.85188293
rollout/ep_rew_mean,3735552,1786513076.797214,76.03594971
rollout/ep_rew_mean,3768320,1786513081.906401,76.3769989
rollout/ep_rew_mean,3801088,1786513086.986017,75.41468048
rollout/ep_rew_mean,3833856,1786513092.126809,75.28034973
rollout/ep_rew_mean,3866624,1786513097.230652,74.58468628
rollout/ep_rew_mean,3899392,1786513102.347350,74.53585815
rollout/ep_rew_mean,3932160,1786513107.415689,72.04742432
rollout/ep_rew_mean,3964928,1786513112.530616,71.69438171
rollout/ep_rew_mean,3997696,1786513117.679937,73.85926056
rollout/ep_rew_mean,4030464,1786513122.811709,77.16921997
rollout/ep_rew_mean,4063232,1786513127.903712,77.92681122
rollout/ep_rew_mean,4096000,1786513133.034588,76.03082275
rollout/ep_rew_mean,4128768,1786513138.127514,73.81227875
rollout/ep_rew_mean,4161536,1786513143.284143,70.41249084
rollout/ep_rew_mean,4194304,1786513148.363104,70.6893692
rollout/ep_rew_mean,4227072,1786513153.504171,72.1164093
rollout/ep_rew_mean,4259840,1786513158.588527,71.53311157
rollout/ep_rew_mean,4292608,1786513163.723466,70.63039398
rollout/ep_rew_mean,4325376,1786513168.816482,69.55767059
rollout/ep_rew_mean,4358144,1786513173.917595,75.58498383
rollout/ep_rew_mean,4390912,1786513178.992918,76.49015045
rollout/ep_rew_mean,4423680,1786513184.109484,75.75753784
rollout/ep_rew_mean,4456448,1786513189.216541,69.0654068
rollout/ep_rew_mean,4489216,1786513194.349551,72.68681335
rollout/ep_rew_mean,4521984,1786513199.428077,72.82958984
rollout/ep_rew_mean,4554752,1786513204.527716,76.30944824
rollout/ep_rew_mean,4587520,1786513209.627022,72.97406769
rollout/ep_rew_mean,4620288,1786513214.810414,73.36658478
rollout/ep_rew_mean,4653056,1786513219.897573,71.73777008
rollout/ep_rew_mean,4685824,1786513225.023660,75.52207184
rollout/ep_rew_mean,4718592,1786513230.103040,76.87899017
rollout/ep_rew_mean,4751360,1786513235.237115,75.26950073
rollout/ep_rew_mean,4784128,1786513240.316304,75.38046265
rollout/ep_rew_mean,4816896,1786513245.460906,73.80223083
rollout/ep_rew_mean,4849664,1786513250.544778,74.96980286
rollout/ep_rew_mean,4882432,1786513255.672412,73.01693726
rollout/ep_rew_mean,4915200,1786513260.769416,74.76783752
rollout/ep_rew_mean,4947968,1786513265.917130,76.07053375
rollout/ep_rew_mean,4980736,1786513270.987740,80.76260376
rollout/ep_rew_mean,5013504,1786513276.107872,81.39315033
rollout/ep_rew_mean,5046272,1786513281.194058,77.74157715
rollout/ep_rew_mean,5079040,1786513286.332098,75.35138702
rollout/ep_rew_mean,5111808,1786513291.425374,72.05905914
rollout/ep_rew_mean,5144576,1786513296.520211,71.39672089
rollout/ep_rew_mean,5177344,1786513301.631451,72.9019165
rollout/ep_rew_mean,5210112,1786513306.748120,74.17182159
rollout/ep_rew_mean,5242880,1786513311.913999,74.37665558
rollout/ep_rew_mean,5275648,1786513317.025476,74.34204865
rollout/ep_rew_mean,5308416,1786513322.143274,78.45195007
rollout/ep_rew_mean,5341184,1786513327.234465,79.23879242
rollout/ep_rew_mean,5373952,1786513332.357952,79.43962097
rollout/ep_rew_mean,5406720,1786513337.465246,78.92440033
rollout/ep_rew_mean,5439488,1786513342.581617,76.71240234
rollout/ep_rew_mean,5472256,1786513347.685104,77.99784088
rollout/ep_rew_mean,5505024,1786513352.826338,76.40809631
rollout/ep_rew_mean,5537792,1786513357.938060,76.81322479
rollout/ep_rew_mean,5570560,1786513363.081165,76.33665466
rollout/ep_rew_mean,5603328,1786513368.176820,77.27874756
rollout/ep_rew_mean,5636096,1786513373.318762,71.6037674
rollout/ep_rew_mean,5668864,1786513378.425322,71.99292755
rollout/ep_rew_mean,5701632,1786513383.561369,74.30332184
rollout/ep_rew_mean,5734400,1786513388.686730,75.4444046
rollout/ep_rew_mean,5767168,1786513393.809480,74.61548615
rollout/ep_rew_mean,5799936,1786513398.974458,74.67874908
rollout/ep_rew_mean,5832704,1786513404.131568,76.79264832
rollout/ep_rew_mean,5865472,1786513409.223874,78.25904083
rollout/ep_rew_mean,5898240,1786513414.353020,74.36128998
rollout/ep_rew_mean,5931008,1786513419.443513,71.38679504
rollout/ep_rew_mean,5963776,1786513424.566668,71.66329193
rollout/ep_rew_mean,5996544,1786513429.682511,73.53335571
rollout/ep_rew_mean,6029312,1786513434.812296,74.99500275
rollout/ep_rew_mean,6062080,1786513439.888922,75.27478027
rollout/ep_rew_mean,6094848,1786513445.006073,74.66651154
rollout/ep_rew_mean,6127616,1786513450.105977,75.98127747
rollout/ep_rew_mean,6160384,1786513455.253661,77.53217316
rollout/ep_rew_mean,6193152,1786513460.354884,76.66191101
rollout/ep_rew_mean,6225920,1786513465.474969,77.75314331
rollout/ep_rew_mean,6258688,1786513470.562267,79.59748077
rollout/ep_rew_mean,6291456,1786513475.700772,81.16455078
rollout/ep_rew_mean,6324224,1786513480.786875,76.05235291
rollout/ep_rew_mean,6356992,1786513485.909385,74.62533569
rollout/ep_rew_mean,6389760,1786513490.991247,74.81941223
rollout/ep_rew_mean,6422528,1786513496.139418,75.91395569
rollout/ep_rew_mean,6455296,1786513501.258246,74.3955307
rollout/ep_rew_mean,6488064,1786513506.378658,73.55576324
rollout/ep_rew_mean,6520832,1786513511.484784,74.54107666
rollout/ep_rew_mean,6553600,1786513516.598464,78.23918915
rollout/ep_rew_mean,6586368,1786513521.709882,80.23064423
rollout/ep_rew_mean,6619136,1786513526.846774,78.846138
rollout/ep_rew_mean,6651904,1786513531.970222,78.59589386
rollout/ep_rew_mean,6684672,1786513537.066414,76.9604187
rollout/ep_rew_mean,6717440,1786513542.207408,79.33759308
rollout/ep_rew_mean,6750208,1786513547.319169,74.56820679
rollout/ep_rew_mean,6782976,1786513552.454278,70.2017746
rollout/ep_rew_mean,6815744,1786513557.549412,70.3012619
rollout/ep_rew_mean,6848512,1786513562.667097,72.92166901
rollout/ep_rew_mean,6881280,1786513567.761540,77.32248688
rollout/ep_rew_mean,6914048,1786513572.914271,78.99005127
rollout/ep_rew_mean,6946816,1786513578.000249,76.52899933
rollout/ep_rew_mean,6979584,1786513583.130017,73.72341919
rollout/ep_rew_mean,7012352,1786513588.239834,76.33813477
rollout/ep_rew_mean,7045120,1786513593.387243,77.85653687
rollout/ep_rew_mean,7077888,1786513598.494600,76.22895813
rollout/ep_rew_mean,7110656,1786513603.631651,76.27275085
